start_date,state,pollster,methodology,noise,supports_rate,is_national,days_since_biden_withdrawal
2024-08-30,North Carolina,C,in-person,1,50.1,0,40
2024-07-26,North Dakota,B,in-person,4,40.8,0,5
2024-09-24,Nevada,E,in-person,-9,59.7,0,65
2024-08-13,New York,F,probability panel,4,39.8,0,23
2024-08-07,Texas,E,online panel,-9,52.9,0,17
2024-09-21,California,D,online panel,-3,59.2,0,62
2024-08-11,South Dakota,D,by phone,-11,59.6,0,21
2024-09-16,Oregon,A,in-person,-22,26.4,0,57
2024-08-26,Florida,F,online panel,-25,32.5,0,36
2024-09-12,Hawaii,A,by phone,-2,45.8,0,53
2024-10-09,Texas,F,in-person,-2,31.9,0,80
2024-10-12,Tennessee,C,in-person,10,44.7,0,83
2024-08-01,Virginia,E,in-person,3,59.3,0,11
2024-10-20,Idaho,F,online panel,13,38.8,0,91
2024-10-08,New Hampshire,B,probability panel,2,20.6,0,79
2024-08-26,Michigan,B,probability panel,-5,43.8,0,36
2024-08-24,Indiana,B,probability panel,13,58.5,0,34
2024-09-26,Rhode Island,A,probability panel,-10,25.6,0,67
2024-09-14,Indiana,A,by phone,-2,29.8,0,55
2024-08-01,New Mexico,C,by phone,-0,35.9,0,11
2024-09-01,Minnesota,C,probability panel,2,36.1,0,42
2024-10-30,Alabama,D,by phone,-10,49,0,101
2024-09-04,national,C,in-person,-5,56.7,1,45
2024-07-21,Kansas,A,probability panel,-14,40.1,0,0
2024-09-18,New Jersey,D,probability panel,12,43,0,59
2024-09-03,Nebraska,B,online panel,3,44.4,0,44
2024-10-18,Wisconsin,F,probability panel,-5,55.3,0,89
2024-08-14,Wisconsin,F,probability panel,2,38.4,0,24
2024-08-25,Tennessee,C,probability panel,-11,40.4,0,35
2024-11-03,Illinois,E,in-person,-15,53.2,0,105
2024-08-17,Oregon,C,probability panel,7,55.8,0,27
2024-10-29,Alabama,B,in-person,7,34.4,0,100
2024-08-27,Oregon,D,in-person,6,27.2,0,37
2024-09-05,West Virginia,A,probability panel,-5,36.5,0,46
